Law clerks have assisted the Supreme Court Justices in various capacities, since the first one was hired by Justice Horace Gray in 1882.[1]:1 By the traditions and rules that have developed around this procedure today the eight Associate Justices on the Supreme Court of the United States have the opportunity to select four law clerks each term of the court. The Chief Justice is allowed five clerks, but often hires fewer.[1]:195 After retiring from the Court, a justice may continue to hire a law clerk, who may be assigned to provide additional assistance to an active justice, or assist the retired justice when sitting by designation with a lower court.

Contents  [hide] 
1 List of Supreme Court law clerks
2 Notes
3 See also
4 References
5 Additional sources
6 External links
List of Supreme Court law clerks[edit]
The following sortable table[a] lists more than 1,900 law clerks who have served for Supreme Court justices, the years their service began and ended, the law school they attended (with the year they graduated), and any previous clerkships they held.

Seat = Supreme Court Justice Seat[b]
Num = Order that Supreme Court Justice was appointed


Seat	Num	Justice	Law clerk	Started	Finished	Law school (year)	Previous clerkship
3	101	John Paul Stevens	John E. Muench	1977	1978	Northwestern (1976)	Sprecher (7th Cir.)
3	101	John Paul Stevens	Susan R. Estrich	1978	1979	Harvard (1977)	J. S. Wright (D.C. Cir.)
3	101	John Paul Stevens	James S. Liebman	1978	1979	Stanford (1977)	McGowan (D.C. Cir.)
3	101	John Paul Stevens	Peter D. Isakoff	1979	1980	Columbia (1978)	Feinberg (2d Cir.)
3	101	John Paul Stevens	Michele L. Odorizzi	1979	1980	Chicago (1976)	Tone (7th Cir.)
3	101	John Paul Stevens	Jeffrey R. Tone	1980	1981	Illinois (1978)	none
3	101	John Paul Stevens	Connie Trela	1980	1981	Northwestern (1979)	Sprecher (7th Cir.)
3	101	John Paul Stevens	David W. DeBruin	1981	1982	Michigan (1980)	H. Edwards (D.C. Cir.)
3	101	John Paul Stevens	Matthew Verschelden	1981	1982	Virginia (1980)	Haynsworth (4th Cir.)
3	101	John Paul Stevens	Carol F. Lee	1982	1983	Yale (1981)	J. S. Wright (D.C. Cir.)
3	101	John Paul Stevens	Jeffrey S. Lehman	1982	1983	Michigan (1981)	Coffin (1st Cir.)
3	101	John Paul Stevens	Lawrence E. Rosenthal	1983	1984	Harvard (1982)	P. Marshall (N.D. Ill.)
3	101	John Paul Stevens	John R. Schaibley, III	1983	1984	Indiana (1981)	Eschbach (7th Cir.)
3	101	John Paul Stevens	Richard B. Kapnick	1984	1985	Chicago (1983)	Simon (Ill.)
3	101	John Paul Stevens	James E. McCollum	1984	1985	Howard (1983)	Pierce (2d Cir.)
3	101	John Paul Stevens	Stephen Marzen	1985	1986	Harvard (1984)	Wilkey (D.C. Cir.)
3	101	John Paul Stevens	Clifford M. Sloan	1985	1986	Harvard (1984)	J. S. Wright (D.C. Cir.)
3	101	John Paul Stevens	Ronald D. Lee	1986	1987	Yale (1985)	Mikva (D.C. Cir.)
3	101	John Paul Stevens	Lawrence C. Marshall	1986	1987	Northwestern (1985)	Wald (D.C. Cir.)
3	101	John Paul Stevens	Teresa Wynn Roseborough	1987	1988	North Carolina (1985)	J. D. Phillips (4th Cir.)
3	101	John Paul Stevens	Abner S. Greene	1987	1988	Michigan (1986)	Wald (D.C. Cir.)
3	101	John Paul Stevens	Diane Marie Amann	1988	1989	Northwestern (1986)	P. Marshall (N.D. Ill.)
3	101	John Paul Stevens	Abner S. Greene	1988	1989	Michigan (1986)	Stevens / Wald (D.C. Cir.)
3	101	John Paul Stevens	Lewis J. Liman	1988	1989	Yale (1987)	Leval (S.D.N.Y.)
3	101	John Paul Stevens	Randolph D. Moss	1988	1989	Yale (1986)	Leval (S.D.N.Y.)
3	101	John Paul Stevens	Marina C. Hsieh	1989	1990	Berkeley (1988)	L. Pollak (E.D. Pa.)
3	101	John Paul Stevens	Christopher Eisgruber	1989	1990	Chicago (1988)	P. Higginbotham (5th Cir.)
3	101	John Paul Stevens	Preeta D. Bansal	1990	1991	Harvard (1989)	Oakes (2d Cir.)
3	101	John Paul Stevens	Matthew D. Roberts	1990	1991	Harvard (1989)	R. B. Ginsburg (D.C. Cir.)
3	101	John Paul Stevens	Nancy S. Marder	1990	1992	Yale (1987)	W. Norris (9th Cir.) / Sand (S.D.N.Y.)
3	101	John Paul Stevens	Robert A. Schapiro	1991	1992	Yale (1990)	Leval (S.D.N.Y.)
3	101	John Paul Stevens	Pamela Harris	1992	1993	Yale (1990)	H. Edwards (D.C. Cir.)
3	101	John Paul Stevens	Kathleen Moriarty	1992	1993	Northwestern (1990)	Wald (D.C. Cir.)
3	101	John Paul Stevens	Stephen R. Reily	1992	1993	Stanford (1990)	Wisdom (5th Cir.)
3	101	John Paul Stevens	Douglas A. Winthrop[2]	1992	1993	Minnesota (1991)	Wald (D.C. Cir.)
3	101	John Paul Stevens	Sean H. Donahue	1993	1994	Chicago (1992)	R. B. Ginsburg (D.C. Cir.)
3	101	John Paul Stevens	Daniel M. Klerman	1993	1994	Chicago (1991)	Posner (7th Cir.)
3	101	John Paul Stevens	Corinne Beckwith Yates	1993	1994	Michigan (1992)	Cudahy (7th Cir.)
3	101	John Paul Stevens	Ian Heath Gershengorn	1994	1995	Harvard (1993)	Kearse (2d Cir.)
3	101	John Paul Stevens	Gregory P. Magarian	1994	1995	Michigan (1993)	Oberdorfer (D.D.C.)
3	101	John Paul Stevens	Craig D. Singer	1994	1995	Chicago (1993)	Mikva (D.C. Cir.)
3	101	John Paul Stevens	David J. Barron	1995	1996	Harvard (1994)	Reinhardt (9th Cir.)
3	101	John Paul Stevens	Jeffrey C. Dobbins	1995	1996	Duke (1994)	Tatel (D.C. Cir.) / Mikva (D.C. Cir.)
3	101	John Paul Stevens	Mark David Harris (shared with Powell)	1995	1996	Harvard (1992)	Flaum (7th Cir.)
3	101	John Paul Stevens	Melissa R. Hart	1996	1997	Harvard (1995)	Calabresi (2d Cir.)
3	101	John Paul Stevens	Olatunde Johnson	1996	1997	Stanford (1995)	Tatel (D.C. Cir.)
3	101	John Paul Stevens	Jonathan E. Levitsky	1996	1997	Yale (1995)	Leval (2d Cir.)
3	101	John Paul Stevens	Elizabeth A. Cavanagh	1997	1998	Yale (1995)	Oberdorfer (D.D.C.)
3	101	John Paul Stevens	David S. Friedman	1997	1998	Harvard (1996)	Boudin (1st Cir.)
3	101	John Paul Stevens	Christopher J. Meade	1997	1998	NYU (1996)	H. Edwards (D.C. Cir.)
3	101	John Paul Stevens	Benjamin A. Powell (shared with White)	1997	1998	Columbia (1996)	J. M. Walker (2d Cir.)
3	101	John Paul Stevens	Jeffrey L. Fisher	1998	1999	Michigan (1997)	Reinhardt (9th Cir.)
3	101	John Paul Stevens	Allison Marston Danner	1998	1999	Stanford (1997)	J. Noonan (9th Cir.)
3	101	John Paul Stevens	Adam M. Samaha	1998	1999	Harvard (1996)	A. Keith (Minn.)
3	101	John Paul Stevens	J. Brett Busby (shared with White)	1999	2000	Columbia (1998)	Tjoflat (11th Cir.)
3	101	John Paul Stevens	Deborah N. Pearlstein	1999	2000	Harvard (1998)	Boudin (1st Cir.)
3	101	John Paul Stevens	Joshua P. Waldman	1999	2000	Columbia (1998)	
3	101	John Paul Stevens	Sonja R. West	1999	2000	Chicago (1998)	D. W. Nelson (9th Cir.)
3	101	John Paul Stevens	Eduardo M. Peñalver	2000	2001	Yale (1999)	Calabresi (2d Cir.)
3	101	John Paul Stevens	Andrew M. Siegel	2000	2001	NYU (1999)	Leval (2d Cir.)
3	101	John Paul Stevens	Joseph T. Thai (shared with White)	2000	2001	Harvard (1998)	Ebel (10th Cir.)
3	101	John Paul Stevens	Anne M. Voigts	2000	2001	Columbia (1999)	Reinhardt (9th Cir.)
3	101	John Paul Stevens	Kathleen R. Hartnett	2001	2002	Harvard (2000)	Garland (D.C. Cir.)
3	101	John Paul Stevens	Alison J. Nathan	2001	2002	Cornell (2000)	B. Fletcher (9th Cir.)
3	101	John Paul Stevens	Edward N. Siskel	2001	2002	Chicago (2000)	D. W. Nelson (9th Cir.)
3	101	John Paul Stevens	Troy A. McKenzie	2002	2003	NYU (2000)	Leval (2d Cir.)
3	101	John Paul Stevens	Eric R. Olson	2002	2003	Michigan (2000)	H. Edwards (D.C. Cir.) / Heyburn (W.D. Ky.)
3	101	John Paul Stevens	Kathryn A. Watts	2002	2003	Northwestern (2001)	Randolph (D.C. Cir.)
3	101	John Paul Stevens	Amy J. Wildermuth	2002	2003	Illinois (1998)	Calabresi (2d Cir.)
3	101	John Paul Stevens	Leondra R. Kruger	2003	2004	Yale (2001)	Tatel (D.C. Cir.)
3	101	John Paul Stevens	Amanda C. Leiter	2003	2004	Harvard (2000)	Tatel (D.C. Cir.) / Gertner (D. Mass.)
3	101	John Paul Stevens	Margaret H. Lemos	2003	2004	NYU (2001)	Lipez (1st Cir.)
3	101	John Paul Stevens	Benjamin C. Mizer	2003	2004	Michigan (2002)	J. Rogers(D.C. Cir.)
3	101	John Paul Stevens	Melissa B. Arbus	2004	2005	Virginia (2003)	D. Motz (4th Cir.)
3	101	John Paul Stevens	Roberto J. Gonzalez	2004	2005	Stanford (2003)	Calabresi (2d Cir.)
3	101	John Paul Stevens	Michael J. Gottlieb	2004	2005	Harvard (2003)	Reinhardt (9th Cir.)
3	101	John Paul Stevens	Daniel J. Powell	2004	2005	Chicago (2003)	W. Fletcher (9th Cir.)
3	101	John Paul Stevens	Jean Galbraith	2005	2006	Berkeley (2004)	Tatel (D.C. Cir.)
3	101	John Paul Stevens	Daniel J. Lenerz	2005	2006	Stanford (2002)	S. Williams (D.C. Cir.) / Thompson (M.D. Ala.)
3	101	John Paul Stevens	Sarah Eddy McCallum	2005	2006	Georgetown (2002)	J. M. Walker (2d Cir.) / Rakoff (S.D.N.Y.)
3	101	John Paul Stevens	Samuel Spital	2005	2006	Harvard (2004)	H. Edwards (D.C. Cir.)
3	101	John Paul Stevens	Nicholas J. Bagley	2006	2007	NYU (2005)	Tatel (D.C. Cir.)
3	101	John Paul Stevens	Chad Golder	2006	2007	Yale (2005)	Garland (D.C. Cir.)
3	101	John Paul Stevens	Jamal Greene	2006	2007	Yale (2005)	Calabresi (2d Cir.)
3	101	John Paul Stevens	Lauren Sudeall	2006	2007	Harvard (2005)	Reinhardt (9th Cir.)
3	101	John Paul Stevens	Todd Gluth	2007	2008	Berkeley (2005)	W. Fletcher (9th Cir.)
3	101	John Paul Stevens	Sara J. Klein	2007	2008	Cardozo (2005)	Lifland (D.N.J.) / Barry (3d Cir.)
3	101	John Paul Stevens	Katherine Shaw	2007	2008	Northwestern (2006)	Posner (7th Cir.)
3	101	John Paul Stevens	Abby C. Wright	2007	2008	Penn (2006)	Boudin (1st Cir.)
3	101	John Paul Stevens	Jessica Bulman-Pozen	2008	2009	Yale (2007)	Garland (D.C. Cir.)
3	101	John Paul Stevens	Cecelia Klingele	2008	2009	Wisconsin (2005)	S. Black (11th Cir.) / Crabb (W.D. Wis.)
3	101	John Paul Stevens	Lindsey Powell	2008	2009	Stanford (2007)	Garland (D.C. Cir.)
3	101	John Paul Stevens	Damian Williams	2008	2009	Yale (2007)	Garland (D.C. Cir.)
3	101	John Paul Stevens	Hyland Hunt	2009	2010	Michigan (2008)	D. Ginsburg (D.C. Cir.)
3	101	John Paul Stevens	Adam C. Jed	2009	2010	Harvard (2008)	Calabresi (2d Cir.)
3	101	John Paul Stevens	Merritt McAlister	2009	2010	Georgia (2007)	R. L. Anderson (11th Cir.)
3	101	John Paul Stevens	David Pozen	2009	2010	Yale (2007)	Garland (D.C. Cir.)
3	101	John Paul Stevens	Sam Erman (shared with Kennedy)	2010	2011	Michigan (2007)	Garland (D.C. Cir.)
3	101	John Paul Stevens	Dina Mishra (shared with Kennedy)	2011	2012	Yale (2009)	Boudin (1st Cir.)
3	101	John Paul Stevens	Eduardo Bruera (shared with Sotomayor)	2012	2013	Cornell (2011)	C. King (5th Cir.)
3	101	John Paul Stevens	Aaron Zelinsky (shared with Kennedy)	2013	2014	Yale (2010)	Griffith (D.C. Cir.)
3	101	John Paul Stevens	Travis Crum	2014		Yale (2011)	Tatel (D.C. Cir.) / Thompson (M.D. Ala.)
3	112	Elena Kagan	Trisha B. Anderson	2010	2011	Harvard	Sutton (6th Cir.)
3	112	Elena Kagan	Andrew M. Crespo	2010	2011	Harvard (2008)	Breyer / Reinhardt (9th Cir.)
3	112	Elena Kagan	Allon Kedem	2010	2011	Yale (2005)	Kennedy / Leval (2d Cir.) / Kravitz (D. Conn.)
3	112	Elena Kagan	Elizabeth Prelogar	2010	2011	Harvard (2008)	R. B. Ginsburg / Garland (D.C. Cir.)
3	112	Elena Kagan	Jeffrey Johnson	2011	2012	Harvard (2010)	Wilkinson (4th Cir.)
3	112	Elena Kagan	Rakesh Kilaru	2011	2012	Stanford (2010)	Wilkinson (4th Cir.)
3	112	Elena Kagan	Erica L. Ross	2011	2012	Stanford (2009)	Tatel (D.C. Cir.)
3	112	Elena Kagan	Jonathan Schneller	2011	2012	Harvard (2010)	Reinhardt (9th Cir.)
3	112	Elena Kagan	Samantha Bateman	2012	2013	Stanford (2010)	Brinkema (E.D. Va.) / Garland (D.C. Cir.)
3	112	Elena Kagan	Brad Garcia	2012	2013	Harvard (2011)	Griffith (D.C. Cir.)
3	112	Elena Kagan	Zachary C. Schauf	2012	2013	Harvard (2011)	Garland (D.C. Cir.)
3	112	Elena Kagan	David Zimmer	2012	2013	Harvard (2010)	W. Fletcher (9th Cir.)
3	112	Elena Kagan	Sophia Brill	2013	2014	Yale (2011)	Garland (D.C. Cir.)
3	112	Elena Kagan	Ian Fein	2013	2014	Berkeley (2011)	W. Fletcher (9th Cir.) / J. Rogers (D.C. Cir.)
3	112	Elena Kagan	Jason Murray	2013	2014	Harvard (2011)	Gorsuch (10th Cir.)
3	112	Elena Kagan	Mitchell Reich	2013	2014	Harvard (2012)	Garland (D.C. Cir.)
3	112	Elena Kagan	Will Dreher	2014		Harvard (2013)	Kavanaugh (D.C. Cir.)
3	112	Elena Kagan	Daniel Hemel	2014		Yale (2012)	Srinivasan (D.C. Cir.) / Boudin (1st Cir.)
3	112	Elena Kagan	Amanda Rice	2014		Harvard (2011)	Tatel (D.C. Cir.) / Boasberg (D.D.C.)
3	112	Elena Kagan	Elizabeth Wilkins	2014		Yale (2013)	Garland (D.C. Cir.)
4	48	Samuel Blatchford					
4	55	Edward Douglass White					
4	63	Willis Van Devanter	Mahlon D. Kiefer	1914	1919		
4	63	Willis Van Devanter	Mahlon D. Kiefer	1923	1924		
4	63	Willis Van Devanter	Arthur J. Mattson	1924	1929		
4	63	Willis Van Devanter	John T. McHale	1929	1937		
4	76	Hugo Black	Jerome A. Cooper	1937	1940	Harvard (1936)	
4	76	Hugo Black	Marx Leva	1940	1941	Harvard	
4	76	Hugo Black	Max Isenbergh	1941	1942		
4	76	Hugo Black	John Paul Frank	1942	1943	Wisconsin (1940)	none
4	76	Hugo Black	Charles F. Luce	1943	1944	Yale (1942)	none
4	76	Hugo Black	Louis F. Oberdorfer	1946	1947	Yale (1946)	none
4	76	Hugo Black	William Joslin	1947	1948	Columbia (1947)	none
4	76	Hugo Black	Truman M. Hobbs	1948	1949	Yale (1948)	none
4	76	Hugo Black	Frank M. Wozencraft	1949	1950	Yale (1949)	none
4	76	Hugo Black	George Treister	1950	1951	Yale (1949)	P. Gibson (Cal.)
4	76	Hugo Black	Luther L. Hill, Jr.	1951	1952	Harvard (1950)	none
4	76	Hugo Black	Neal P. Rutledge	1951	1952	Yale (1950)	Fahy (D.C. Cir.)
4	76	Hugo Black	Charles A. Reich	1953	1954	Yale (1952)	none
4	76	Hugo Black	David J. Vann	1953	1954	Alabama (1951)	
4	76	Hugo Black	Daniel J. Meador	1954	1955	Harvard (1954)	
4	76	Hugo Black	George C. Freeman, Jr.	1956	1957	Yale (1956)	
4	76	Hugo Black	David M. Clark	1957	1958	NYU (1956)	
4	76	Hugo Black	Guido Calabresi	1958	1959	Yale (1958)	none
4	76	Hugo Black	Nicholas Johnson	1959	1960	Texas (1956)	John R. Brown (5th Cir.)
4	76	Hugo Black	John K. McNulty	1959	1960	Yale (1959)	none
4	76	Hugo Black	Floyd F. Feeney	1961	1962	NYU (1960)	none
4	76	Hugo Black	A. E. Dick Howard	1962	1964	Virginia (1961)	none
4	76	Hugo Black	John G. Kester	1963	1965	Harvard (1963)	none
4	76	Hugo Black	Drayton Nabers, Jr.	1965	1966	Yale (1965)	none
4	76	Hugo Black	John W. Vardaman	1965	1966	Harvard (1965)	none
4	76	Hugo Black	Margaret J. Corcoran	1966	1967	Harvard	
4	76	Hugo Black	Stephen D. Susman	1966	1967	Texas (1965)	John R. Brown (5th Cir.)
4	76	Hugo Black	Joseph Price	1967	1968	Harvard (1964)	none
4	76	Hugo Black	Walter E. Dellinger, III	1968	1969	Yale (1966)	none
4	76	Hugo Black	Kenneth C. Bass, III	1969	1970	Yale	none
4	76	Hugo Black	John M. Harmon	1970	1971	Duke (1969)	G. Bell (5th Cir.)
4	76	Hugo Black	Larry A. Hammond	1971	September 17, 1971	Texas (1970)	McGowan (D.C. Cir.)
4	76	Hugo Black	Covert E. Parnell III	1971	September 17, 1971	Harvard (1970)	Van Dusen (3d Cir.)
4	99	Lewis F. Powell, Jr.	Hamilton P. Fox III	January 7, 1972	July 1972	Yale (1970)	Coffin (1st Cir.)
4	99	Lewis F. Powell, Jr.	Larry A. Hammond	January 7, 1972	July 1972	Texas (1970)	Black / McGowan (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	Covert E. Parnell III	January 7, 1972	July 1972	Harvard (1970)	Black
4	99	Lewis F. Powell, Jr.	J. Harvie Wilkinson III	January 7, 1972	July 1972	Virginia (1972)	none
4	99	Lewis F. Powell, Jr.	Larry A. Hammond	1972	1973	Texas (1970)	Powell / Black / McGowan (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	William C. Kelly, Jr.	1972	1973	Yale (1971)	Coffin (1st Cir.)
4	99	Lewis F. Powell, Jr.	J. Harvie Wilkinson III	1972	1973	Virginia (1972)	Powell
4	99	Lewis F. Powell, Jr.	John J. Buckley, Jr.	1973	1974	Chicago (1972)	Wisdom (5th Cir.)
4	99	Lewis F. Powell, Jr.	John C. Jeffries, Jr.	1973	1974	Virginia (1973)	none
4	99	Lewis F. Powell, Jr.	Jack B. Owens	1973	1974	Stanford (1970)	
4	99	Lewis F. Powell, Jr.	David R. Boyd	1974	1975	Virginia (1973)	McGowan (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	Julia Penny Clark	1974	1975	Texas (1973)	Craven (4th Cir.)
4	99	Lewis F. Powell, Jr.	Joel I. Klein	1974	1975	Harvard (1971)	Bazelon (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	Gregory K. Palm	1975	1976	Harvard (1974)	Friendly (2d Cir.)
4	99	Lewis F. Powell, Jr.	Carl R. Schenker, Jr.	1975	1976	Stanford (1974)	Hufstedler (9th Cir.)
4	99	Lewis F. Powell, Jr.	Christina B. Whitman	1975	1976	Michigan	Leventhal (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	Tyler A. Baker III	1976	1977	Stanford (1975)	Renfrew (N.D. Cal.)
4	99	Lewis F. Powell, Jr.	David A. Martin	1976	1977	Yale (1975)	J. S. Wright (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	James D. Alt	1977	1978	Chicago (1976)	L. Morgan (5th Cir.)
4	99	Lewis F. Powell, Jr.	Nancy J. Bregstein (Gordon)	1977	1978	Penn (1976)	
4	99	Lewis F. Powell, Jr.	Robert D. Comfort	1977	1978	Harvard	
4	99	Lewis F. Powell, Jr.	Samuel Estreicher	1977	1978	Columbia (1975)	Leventhal (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	Eric G. Andersen	1978	1979	BYU (1977)	J. C. Wallace (9th Cir.)
4	99	Lewis F. Powell, Jr.	J. Bruce Boisture	1978	1979	Yale (1977)	Gurfein (2d Cir.)
4	99	Lewis F. Powell, Jr.	Paul B. Stephan	1978	1979	Virginia (1977)	L. Campbell (1st Cir.)
4	99	Lewis F. Powell, Jr.	David L. Westin	1978	1979	Michigan (1977)	Lumbard (2d Cir.)
4	99	Lewis F. Powell, Jr.	Jonathan B. Sallet	1979	1980	Virginia (1978)	Tamm (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	David O. Stewart	1979	1980	Yale (1978)	J. S. Wright (D.C. Cir.) / Bazelon (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	J. Peter Byrne	1980	1981	Virginia (1979)	Coffin (1st Cir.)
4	99	Lewis F. Powell, Jr.	Paul W. Cane, Jr.	1980	1981	Berkeley (1979)	McGowan (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	R. Gregory Morgan	1980	1981	University of Michigan (1979)	J. Edward Lumbard (2d Cir.)
4	99	Lewis F. Powell, Jr.	Paul M. Smith	1980	1981	Yale (1979)	Oakes (2d Cir.)
4	99	Lewis F. Powell, Jr.	Mary E. Becker	1981	1982	Chicago (1980)	Mikva (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	Richard H. Fallon	1981	1982	Yale (1980)	J. S. Wright (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	David F. Levi	1981	1982	Stanford (1980)	Duniway (9th Cir.)
4	99	Lewis F. Powell, Jr.	John S. Wiley	1981	1982	Berkeley (1980)	Coffin (1st Cir.)
4	99	Lewis F. Powell, Jr.	James O. Browning	1982	1983	Virginia (1981)	Seitz (3d Cir.)
4	99	Lewis F. Powell, Jr.	D. Rives Kistler	1982	1983	Georgetown (1981)	C. Clark (5th Cir.)
4	99	Lewis F. Powell, Jr.	Mark E. Newell	1982	1983	Harvard (1981)	Wilkey (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	Michael F. Sturley	1982	1983	Yale (1981)	Kearse (2d Cir.)
4	99	Lewis F. Powell, Jr.	David A. Charny	1983	1984	Harvard (1982)	Wilkey (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	Robert M. Couch	1983	1984	Washington & Lee (1982)	Wisdom (5th Cir.)
4	99	Lewis F. Powell, Jr.	Joseph E. Neuhaus	1983	1984	Columbia (1982)	McGowan (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	Cammie R. Robinson (Hauptfuhrer)	1983	1984	Virginia (1982)	
4	99	Lewis F. Powell, Jr.	A. Lee Bentley III	1984	1985	Virginia (1983)	Haynsworth (4th Cir.)
4	99	Lewis F. Powell, Jr.	Annmarie Levins	1984	1985	Maine (1983)	Oakes (2d Cir.)
4	99	Lewis F. Powell, Jr.	Daniel R. Ortiz	1984	1985	Yale (1983)	S. Breyer (1st Cir.)
4	99	Lewis F. Powell, Jr.	Lynda Guild Simpson	1984	1985	Chicago (1982)	Kearse (2d Cir.)
4	99	Lewis F. Powell, Jr.	C. Cabell Chinnis	1985	1986	Yale (1984)	Wisdom (5th Cir.)
4	99	Lewis F. Powell, Jr.	Anne M. Coughlin	1985	1986	NYU (1984)	Newman (2d Cir.)
4	99	Lewis F. Powell, Jr.	Michael W. Mosman	1985	1986	BYU (1984)	Wilkey (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	William J. Stuntz	1985	1986	Virginia (1984)	L. Pollak (E.D. Pa.)
4	99	Lewis F. Powell, Jr.	Robert Allen Long	1986	1987	Yale (1985)	Wisdom (5th Cir.)
4	99	Lewis F. Powell, Jr.	Leslie Gielow	1986	1987	Michigan (1985)	Oberdorfer (D.D.C.)
4	99	Lewis F. Powell, Jr.	Andrew D. Leipold	1986	1987	Virginia (1985)	Mikva (D.C. Cir.)
4	99	Lewis F. Powell, Jr.	Ronald J. Mann	1986	1987	Texas (1985)	Sneed (9th Cir.)
4	99	Lewis F. Powell, Jr.	Robert W. Werner	1987	1988	NYU	
4	99	Lewis F. Powell, Jr.	R. Hewitt Pate	1988	1989	Virginia (1987)	Wilkinson (4th Cir.)
4	99	Lewis F. Powell, Jr.	Michael N. Levy	1989	1990	Harvard (1988)	Oberdorfer (D.D.C.)
4	99	Lewis F. Powell, Jr.	George C. Freeman, III	1990	1991	Yale (1989)	R. Arnold (8th Cir.)
4	99	Lewis F. Powell, Jr.	Jeffrey S. Sutton (shared with Scalia)	1991	1992	Ohio State (1990)	Meskill (2d Cir.)
4	99	Lewis F. Powell, Jr.	Rebecca A. Womeldorf (shared with Kennedy)	1992	1993	Washington & Lee (1991)	Merhige (E.D. Va.)
4	99	Lewis F. Powell, Jr.	Deanne E. Maynard	1993	1994	Harvard (1991)	S. Harris (D.D.C.)
4	99	Lewis F. Powell, Jr.	James J. Benjamin (shared with Stevens)	1994	1995	Virginia (1990)	J. F. Motz (D. Md.)
4	99	Lewis F. Powell, Jr.	Mark David Harris (shared with Stevens)	1995	1996	Harvard (1992)	Flaum (7th Cir.)
4	104	Anthony Kennedy	Daniel C. Chung	February 18, 1988	July 1988	Harvard (1987)	Kennedy (9th Cir.)
4	104	Anthony Kennedy	Miguel A. Estrada	February 18, 1988	July 1988	Harvard (1986)	Kearse (2d Cir.)
4	104	Anthony Kennedy	Peter D. Keisler	February 18, 1988	July 1988	Yale (1985)	Bork (D.C. Cir.)
4	104	Anthony Kennedy	E. Lawrence Vincent	February 18, 1988	July 1988	Texas (1987)	Kennedy (9th Cir.)
4	104	Anthony Kennedy	Elizabeth D. Collery (served first half only, replaced by Litman)	1988	1989	Harvard (1986)	D. Ginsburg (D.C. Cir.)
4	104	Anthony Kennedy	Miguel A. Estrada (served first half only, replaced by Cordray)	1988	1989	Harvard (1986)	Kennedy / Kearse (2d Cir.)
4	104	Anthony Kennedy	Thomas G. Hungar	1988	1989	Yale (1987)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Peter D. Keisler (served first half only, replaced by Cappuccio)	1988	1989	Yale (1985)	Kennedy / Bork (D.C. Cir.)
4	104	Anthony Kennedy	Paul T. Cappuccio (served second half only)	1988	1989	Harvard (1986)	Scalia / Kozinski (9th Cir.)
4	104	Anthony Kennedy	Richard A. Cordray (served second half only)	1988	1989	Chicago (1986)	B. White / Bork (D.C. Cir.)
4	104	Anthony Kennedy	Harry P. Litman (served second half only)	1988	1989	Berkeley (1986)	T. Marshall / Mikva (D.C. Cir.)
4	104	Anthony Kennedy	Jeanne M. Hauch	1989	1990	Yale (1988)	R. Winter (2d Cir.)
4	104	Anthony Kennedy	Gregory E. Maggs	1989	1990	Harvard (1988)	Sneed (9th Cir.)
4	104	Anthony Kennedy	Michael Mollerus	1989	1990	Harvard (1988)	J. E. Smith (5th Cir.)
4	104	Anthony Kennedy	R. Hewitt Pate	1989	1990	Virginia (1987)	Powell / Wilkinson (4th Cir.)
4	104	Anthony Kennedy	J. Randy Beck	1990	1991	SMU (1988)	P. Higginbotham (5th Cir.)
4	104	Anthony Kennedy	Jack L. Goldsmith	1990	1991	Yale (1989)	Wilkinson (4th Cir.)
4	104	Anthony Kennedy	David G. Litt	1990	1991	Chicago (1988)	Goodwin (9th Cir.)
4	104	Anthony Kennedy	K. John Shaffer	1990	1991	Berkeley (1989)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	David L. Anderson	1991	1992	Stanford (1990)	J. C. Wallace (9th Cir.)
4	104	Anthony Kennedy	Ashutosh Bhagwat	1991	1992	Chicago (1990)	Posner (7th Cir.)
4	104	Anthony Kennedy	Michael C. Dorf	1991	1992	Harvard (1990)	Reinhardt (9th Cir.)
4	104	Anthony Kennedy	Jacqueline G. Cooper	1991	1992	Chicago (1990)	Kozinski (9th Cir.)
4	104	Anthony Kennedy	Bradford A. Berenson	1992	1993	Harvard (1991)	Silberman (D.C. Cir.)
4	104	Anthony Kennedy	Adam H. Charnes	1992	1993	Harvard (1991)	Wilkinson (4th Cir.)
4	104	Anthony Kennedy	Matthew H. Lembke	1992	1993	Virginia (1991)	Wilkinson (4th Cir.)
4	104	Anthony Kennedy	Christopher R. J. Pace	1992	1993	Penn (1990)	Kozinski (9th Cir.)
